"filename", "language", "JSON with Comments", "JSON", "JavaScript", "PostCSS", "Markdown", "Properties", "HTML", "XML", "SCSS", "JavaScript JSX", "comment", "blank", "total"
"c:\Users\a603\work\intelligent_traffic\frontend\src\scenario.json", "JSON", 0, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241
"c:\Users\a603\work\intelligent_traffic\frontend\src\statics\bootstrap-3.4.1-dist\css\bootstrap-theme.css", "PostCSS", 0, 0, 0, 581, 0, 0, 0, 0, 0, 0, 6, 0, 587
"c:\Users\a603\work\intelligent_traffic\frontend\src\statics\bootstrap-3.4.1-dist\css\bootstrap-theme.min.css", "PostCSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 6
"c:\Users\a603\work\intelligent_traffic\frontend\src\statics\bootstrap-3.4.1-dist\css\bootstrap.css", "PostCSS", 0, 0, 0, 6826, 0, 0, 0, 0, 0, 0, 8, 0, 6834
"c:\Users\a603\work\intelligent_traffic\frontend\src\statics\bootstrap-3.4.1-dist\css\bootstrap.min.css", "PostCSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 6
"c:\Users\a603\work\intelligent_traffic\frontend\src\statics\bootstrap-3.4.1-dist\fonts\glyphicons-halflings-regular.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 288
"c:\Users\a603\work\intelligent_traffic\frontend\src\statics\bootstrap-3.4.1-dist\js\bootstrap.js", "JavaScript", 0, 0, 1752, 0, 0, 0, 0, 0, 0, 0, 211, 618, 2581
"c:\Users\a603\work\intelligent_traffic\frontend\src\statics\bootstrap-3.4.1-dist\js\bootstrap.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 6
"c:\Users\a603\work\intelligent_traffic\frontend\src\statics\bootstrap-3.4.1-dist\js\npm.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 0, 13
"c:\Users\a603\work\intelligent_traffic\frontend\src\statics\jquery-3.7.0.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\a603\work\intelligent_traffic\frontend\src\statics\loadingPixStream.js", "JavaScript", 0, 0, 916, 0, 0, 0, 0, 0, 0, 0, 95, 152, 1163
"c:\Users\a603\work\intelligent_traffic\frontend\src\statics\webRtcPlayer.js", "JavaScript", 0, 0, 213, 0, 0, 0, 0, 0, 0, 0, 36, 48, 297
"c:\Users\a603\work\intelligent_traffic\frontend\src\store.js", "JavaScript", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 1, 2, 83
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\TrafficJunctionRankSlice.js", "JavaScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 2, 32
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\animationSlice.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\digitalTwinControlPattrenSlice.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\digitalTwin\analysisSlice.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\digitalTwin\controlModuleSlice.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\digitalTwin\jamIndexSlice.js", "JavaScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\digitalTwin\optimiseOverviewSlice.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\digitalTwin\scrollAlertSlice.js", "JavaScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 1, 5, 42
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\digitalTwin\signalJunctionSlice.js", "JavaScript", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 1, 6, 59
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\digitalTwin\signalRoadSlice.js", "JavaScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 1, 5, 50
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\digitalTwin\wholeIndexSlice.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 1, 5, 24
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\highwayWeatherSlice.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\junctionControlSlice.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\junctionInfoSlice.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\junctionLight\aiMessageSlice.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\junctionLight\carDataSlice.js", "JavaScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 1, 3, 42
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\junctionLight\controlStrategySlice.js", "JavaScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 1, 4, 39
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\junctionLight\evaluationSlice.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 1, 3, 30
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\junctionLight\imageDataSlice.js", "JavaScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 1, 3, 28
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\junctionLight\junctionInfoSlice.js", "JavaScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 1, 3, 26
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\junctionLight\lightControlSlice.js", "JavaScript", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 2, 5, 69
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\junctionLight\mapSlice.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 3, 23
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\junctionLight\positionSlice.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 4, 24
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\junctionLight\resultTrackSlice.js", "JavaScript", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 1, 3, 65
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\junctionLight\timeShowSlice.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 1, 4, 24
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\lightTimerSlice.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\parameterSlice.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 4, 26
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\storesNewUI\districtSpeedSlice.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\storesNewUI\flowAnalysisSlice.js", "JavaScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 5, 39
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\storesNewUI\flowRuntimeSlice.js", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 3, 5, 40
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\storesNewUI\flowSpeedSlice.js", "JavaScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 2, 6, 48
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\storesNewUI\junctionOptResultSlice.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 3, 5, 34
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\storesNewUI\junctionOptSlice.js", "JavaScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 3, 5, 46
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\storesNewUI\junctionOptstrategySlice.js", "JavaScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 3, 5, 46
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\storesNewUI\junctionTimeprogressSlice.js", "JavaScript", 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 2, 5, 133
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\storesNewUI\lightControlSlice.js", "JavaScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 4, 4, 57
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\storesNewUI\optselectSlice.js", "JavaScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 2, 6, 41
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\storesNewUI\scrollAlertSlice.js", "JavaScript", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 4, 7, 101
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\storesNewUI\trafficCongestionSlice.js", "JavaScript", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 1, 5, 79
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\trafficFlowSlice.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\a603\work\intelligent_traffic\frontend\src\stores\trafficInfoSlice.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 1, 3, 25
"c:\Users\a603\work\intelligent_traffic\frontend\src\utils\fileDownload.js", "JavaScript", 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 22, 42, 300
"c:\Users\a603\work\intelligent_traffic\frontend\src\utils\fileDownload_new.js", "JavaScript", 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 22, 42, 300
"c:\Users\a603\work\intelligent_traffic\frontend\src\websoketService.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\a603\work\intelligent_traffic\frontend\statics\bootstrap-3.4.1-dist\css\bootstrap-theme.css", "PostCSS", 0, 0, 0, 581, 0, 0, 0, 0, 0, 0, 6, 0, 587
"c:\Users\a603\work\intelligent_traffic\frontend\statics\bootstrap-3.4.1-dist\css\bootstrap-theme.min.css", "PostCSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 6
"c:\Users\a603\work\intelligent_traffic\frontend\statics\bootstrap-3.4.1-dist\css\bootstrap.css", "PostCSS", 0, 0, 0, 6826, 0, 0, 0, 0, 0, 0, 8, 0, 6834
"c:\Users\a603\work\intelligent_traffic\frontend\statics\bootstrap-3.4.1-dist\css\bootstrap.min.css", "PostCSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 6
"c:\Users\a603\work\intelligent_traffic\frontend\statics\bootstrap-3.4.1-dist\fonts\glyphicons-halflings-regular.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 288
"c:\Users\a603\work\intelligent_traffic\frontend\statics\bootstrap-3.4.1-dist\js\bootstrap.js", "JavaScript", 0, 0, 1752, 0, 0, 0, 0, 0, 0, 0, 211, 618, 2581
"c:\Users\a603\work\intelligent_traffic\frontend\statics\bootstrap-3.4.1-dist\js\bootstrap.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5, 0, 6
"c:\Users\a603\work\intelligent_traffic\frontend\statics\bootstrap-3.4.1-dist\js\npm.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 0, 13
"c:\Users\a603\work\intelligent_traffic\frontend\statics\jquery-3.7.0.min.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\a603\work\intelligent_traffic\frontend\statics\loadingPixStream.js", "JavaScript", 0, 0, 916, 0, 0, 0, 0, 0, 0, 0, 95, 152, 1163
"c:\Users\a603\work\intelligent_traffic\frontend\statics\record.js", "JavaScript", 0, 0, 211, 0, 0, 0, 0, 0, 0, 0, 28, 7, 246
"c:\Users\a603\work\intelligent_traffic\frontend\statics\webRtcPlayer.js", "JavaScript", 0, 0, 213, 0, 0, 0, 0, 0, 0, 0, 36, 48, 297
"Total", "-", 8, 22361, 8986, 14818, 114, 1, 133, 910, 6936, 9767, 2012, 3561, 69607
